ry | 0 | -1.10164918530412
ry | 1 | -0.851106091746259
ry | 2 | -0.415743559014258
ry | 3 | -0.282382007896872
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | -0.0300277394038257
ry | 1 | -0.393849638231439
ry | 2 | 0.268849893829471
ry | 3 | -0.212347482006990
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.108055327513446
ry | 1 | -0.219212134381579
ry | 2 | -0.859153315600129
ry | 3 | -5.37850102143623
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | -0.547022817139562
ry | 1 | 2.01003009856640
ry | 2 | -0.809202639531568
ry | 3 | 0.755168064072355
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.639528311681779
ry | 1 | 2.97721055921440
ry | 2 | 0.796744483997970
ry | 3 | -0.680499009697149
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | 0.311305510998025
ry | 1 | -0.0489098549263061
ry | 2 | -0.208443430167539
ry | 3 | 0.0854822882283280
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0205715871803575
ry | 1 | 0.0141531418269813
ry | 2 | -0.192615449222737
ry | 3 | 0.276953592187988
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | -0.0342143191373649
ry | 1 | -0.0487698917125465
ry | 2 | 0.0851993694186607
ry | 3 | -0.0272122526424292
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.183731685052184
ry | 1 | -0.318243417309532
ry | 2 | 0.121553671570482
ry | 3 | 0.0458671718986718
