ry | 0 | -0.209107830907451
ry | 1 | 0.803977164653929
ry | 2 | 0.359125826717174
ry | 3 | -3.07480010845518
ry | 4 | 1.00162268780104
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.184239988955819
ry | 1 | 0.129379276617449
ry | 2 | -0.126044045681043
ry | 3 | -0.726209661976157
ry | 4 | -0.529826714357317
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 4.70035867708104
ry | 1 | -2.99724779007897
ry | 2 | -2.12368379535684
ry | 3 | -2.18193606926177
ry | 4 | 1.32751208796489
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 3.26887052495471
ry | 1 | 1.23432414873853
ry | 2 | -2.33719393538941
ry | 3 | -2.83611309081037
ry | 4 | -0.296832965765494
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.996654526416046
ry | 1 | -2.26396671682893
ry | 2 | 2.78802555891458
ry | 3 | -0.719164604264963
ry | 4 | 3.20817100108505
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -4.32704676408850
ry | 1 | -1.45942686263233
ry | 2 | -1.24845466639313
ry | 3 | -2.41535716525458
ry | 4 | 0.490186666888007
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.520474926725247
ry | 1 | -0.516192514580462
ry | 2 | 1.65629207043342
ry | 3 | -0.939917093538199
ry | 4 | -0.834186167123284
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 2.84014964399787
ry | 1 | -1.53262577969922
ry | 2 | 0.0543275370615575
ry | 3 | -0.464110563089983
ry | 4 | -0.437468777787232
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.799406642205518
ry | 1 | -0.591400008552900
ry | 2 | -0.434140392886292
ry | 3 | -0.815858652092965
ry | 4 | 1.31615061115071
