ry | 0 | -0.892640892324181
ry | 1 | 0.900681829073986
ry | 2 | -0.219008342751986
ry | 3 | 0.0671064631463946
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | 0.187024980505731
ry | 1 | 0.169764297186770
ry | 2 | 0.0778757096259290
ry | 3 | 0.221309179373415
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.156788184386549
ry | 1 | 0.160395808480666
ry | 2 | 0.576321148800121
ry | 3 | 0.831790656770139
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | -0.388702377957375
ry | 1 | -0.333868945125044
ry | 2 | -0.336600302242095
ry | 3 | -0.237546554979364
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.432116320964012
ry | 1 | -1.34193622312769
ry | 2 | -0.432100614626144
ry | 3 | -0.548681673904236
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | -0.0216329551712760
ry | 1 | -0.327657726811592
ry | 2 | 0.102344479403821
ry | 3 | -0.0762085974850944
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.322181449993332
ry | 1 | -0.229498589091766
ry | 2 | 0.0668477268515437
ry | 3 | -0.211426842783733
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | -0.00909179023239956
ry | 1 | 0.104853886765805
ry | 2 | -0.0654699014373052
ry | 3 | 0.0411418062696568
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.125610039137973
ry | 1 | 0.172412669182696
ry | 2 | -0.00862328516029804
ry | 3 | -0.0436514348485702
