ry | 0 | -1.08324198392028
ry | 1 | 0.133647148928339
ry | 2 | 0.0833865709380864
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0825423494892458
ry | 1 | 0.00372264948850801
ry | 2 | -7.55216862158413e-5
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.00103716341779026
ry | 1 | -0.000187266891158928
ry | 2 | -0.00129046034401108
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.000843272501651351
ry | 1 | 0.000852029265103131
ry | 2 | 0.0298523548674199
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.334496865106611
ry | 1 | 0.0823172783755075
ry | 2 | -0.470407417117748
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.214957176222813
ry | 1 | -0.00702549680992925
ry | 2 | -0.0191939082459276
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.115386633219902
ry | 1 | -0.173221439661313
ry | 2 | 0.310862477165469
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0346319415600431
ry | 1 | 0.00100677964007774
ry | 2 | -0.0134097604996610
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0526013953788814
ry | 1 | 0.0652091257864025
ry | 2 | 0.0626370675445152
