ry | 0 | 0.708100724884621
ry | 1 | -0.740886829760136
ry | 2 | -1.03125903060472
ry | 3 | -0.861452193188374
ry | 4 | 0.277274708143564
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.291474017072816
ry | 1 | 0.190717184584151
ry | 2 | -0.516056804148203
ry | 3 | -0.0357074581092968
ry | 4 | 0.133951703125320
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.223535143420513
ry | 1 | -1.00469543935762
ry | 2 | 1.07077116017350
ry | 3 | -0.275079699062879
ry | 4 | -3.03733575099425
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.925799677041378
ry | 1 | 0.0793621353928472
ry | 2 | 0.475976493845267
ry | 3 | 0.453506991820558
ry | 4 | 0.251446725588478
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.587320950489278
ry | 1 | 0.509721137867638
ry | 2 | 0.602663236339677
ry | 3 | 2.34547549548001
ry | 4 | 1.81979730719270
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.233095866318484
ry | 1 | 0.534599870953482
ry | 2 | -0.0604509248055048
ry | 3 | 0.132204180199278
ry | 4 | -0.173703908517898
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.573134541587541
ry | 1 | 0.365214334265616
ry | 2 | -0.780530620109546
ry | 3 | -0.895331418490111
ry | 4 | 0.734593631614557
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.0257777332039520
ry | 1 | 0.0463935028253228
ry | 2 | -0.0613241123308146
ry | 3 | -0.0169116065689692
ry | 4 | 0.0566045557872338
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0658195172456034
ry | 1 | 0.102372173616687
ry | 2 | 0.0440516461023551
ry | 3 | -0.0812913304199531
ry | 4 | 0.0665750277180032
