ry | 0 | 1.73738635354989
ry | 1 | -0.579331212042131
ry | 2 | -0.0779395105072550
ry | 3 | -0.475944504839114
ry | 4 | -0.349726898997663
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0563754235144077
ry | 1 | -0.161400181468447
ry | 2 | -0.182595171894691
ry | 3 | -0.118336236096441
ry | 4 | -0.991674134984681
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.108694446261941
ry | 1 | 0.228359646564149
ry | 2 | 0.148580103219058
ry | 3 | -0.873581495967911
ry | 4 | 0.521671489320467
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.587593702823889
ry | 1 | -0.595704354409131
ry | 2 | -0.278578209457111
ry | 3 | 0.189735047809404
ry | 4 | 0.242682106281810
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0768890268625529
ry | 1 | -0.926374782865388
ry | 2 | 0.159931018449349
ry | 3 | 2.20710501585762
ry | 4 | -1.10624308911534
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.642553500541273
ry | 1 | 1.31382177121981
ry | 2 | 0.0335158308455529
ry | 3 | 1.14614497106003
ry | 4 | 1.07767821862375
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.381176406639842
ry | 1 | -0.237728431925079
ry | 2 | 0.341940006662622
ry | 3 | -0.508321168639539
ry | 4 | 0.468428660260329
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.242306276828989
ry | 1 | 0.158789494527740
ry | 2 | -0.0548503946863330
ry | 3 | -0.146437201264192
ry | 4 | -0.342751391432089
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.295149874233598
ry | 1 | -0.0859355742961224
ry | 2 | -0.127101614065872
ry | 3 | 0.239612161942285
ry | 4 | 0.00867504012698142
