ry | 0 | -0.552418486717670
ry | 1 | -0.735565441340005
ry | 2 | 0.232176084922862
ry | 3 | 0.156610644627631
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | -0.0351132914553061
ry | 1 | 0.0839453735458919
ry | 2 | 0.306627473310667
ry | 3 | -0.0606779684003632
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.174311003600501
ry | 1 | 0.113451873231114
ry | 2 | 1.56469122478459
ry | 3 | -1.51414782940137
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | -0.0277883603818483
ry | 1 | -0.622587111294089
ry | 2 | 0.0422359817901454
ry | 3 | 0.404494881494696
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.79162250801715
ry | 1 | 1.29531150192474
ry | 2 | -2.72662024373364
ry | 3 | 1.45916771056785
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | -0.113025050933357
ry | 1 | -0.326531282023486
ry | 2 | -0.0419810911870649
ry | 3 | 0.0482214736976857
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.16988094472511
ry | 1 | 0.367096719451045
ry | 2 | 0.782651470105226
ry | 3 | 0.0979980064894876
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | 0.234039413231184
ry | 1 | 0.0298076390297745
ry | 2 | 0.0213584038768251
ry | 3 | -0.0141671287631387
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0357277606368087
ry | 1 | 0.0901874810039070
ry | 2 | 0.00751190833093129
ry | 3 | 0.0277066749704272
