ry | 0 | 3.26604124559702
ry | 1 | -0.799208458958008
ry | 2 | -4.25905287493809
ry | 3 | 2.09485378858321
ry | 4 | 1.18022470473608
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 1.06680047134518
ry | 1 | 0.692837239951872
ry | 2 | 0.216720003281896
ry | 3 | 0.0391282399883862
ry | 4 | -0.225997217846701
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 2.55415573441934
ry | 1 | 0.725168517038676
ry | 2 | 2.73426385438133
ry | 3 | -1.15778291392990
ry | 4 | -1.44965782672759
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 2.69689230716741
ry | 1 | 1.38777140385870
ry | 2 | 0.0196506850755718
ry | 3 | 0.182838564889208
ry | 4 | -0.193421353516987
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.80376253115444
ry | 1 | 1.83386358042948
ry | 2 | -0.358962186632643
ry | 3 | 1.72740765322044
ry | 4 | -1.34029257881844
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.526030853493381
ry | 1 | 0.263565053985493
ry | 2 | 2.76106338732401
ry | 3 | 1.39485886047028
ry | 4 | -3.39376256167367
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0761956734342617
ry | 1 | -0.0702444053715142
ry | 2 | -0.993020969318295
ry | 3 | -1.82730654989874
ry | 4 | 0.350796266336196
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0846588453213301
ry | 1 | 1.10620099700337
ry | 2 | -1.34046715726814
ry | 3 | 0.983812657611615
ry | 4 | -0.191578629208497
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.883443350707985
ry | 1 | 0.0158107806846290
ry | 2 | -1.31768516926607
ry | 3 | 0.291766317738034
ry | 4 | -1.43464870578361
