ry | 0 | 1.77210613473924
ry | 1 | -0.752218068890306
ry | 2 | -0.280549612348922
ry | 3 | 1.07684426317131
ry | 4 | 0.198206686146934
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.213963589263895
ry | 1 | -0.631368661660405
ry | 2 | -0.381407990920692
ry | 3 | -0.251283851507593
ry | 4 | -0.109436406155905
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.302202081592683
ry | 1 | -0.195235873067091
ry | 2 | 0.871728533029527
ry | 3 | 0.597503587850609
ry | 4 | 2.06314459508605
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.743326976830266
ry | 1 | -1.29879093910764
ry | 2 | -1.35227009911662
ry | 3 | 0.561199570273585
ry | 4 | -0.508442655233959
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -2.32539746318089
ry | 1 | 0.958581038429438
ry | 2 | 0.253973749497741
ry | 3 | -0.532054112530175
ry | 4 | 0.168111931422370
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.327122691770069
ry | 1 | -2.79051322133283
ry | 2 | -0.853132817697667
ry | 3 | 1.18373897144165
ry | 4 | 2.25809227278099
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.161848183445533
ry | 1 | -1.11387919451900
ry | 2 | -0.834218805466128
ry | 3 | 1.54480074362309
ry | 4 | 0.452976269370444
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.156161199055896
ry | 1 | -0.128710734350501
ry | 2 | 0.00894729522938039
ry | 3 | -0.00155478342487895
ry | 4 | -0.0297556499877392
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.00129447476874339
ry | 1 | 0.0150955962957701
ry | 2 | 0.0515508577838546
ry | 3 | -0.0309762823295042
ry | 4 | 0.0755622126122182
