ry | 0 | -0.707122887024283
ry | 1 | 0.440179125804923
ry | 2 | 0.0129917198142839
ry | 3 | -0.0386069022615498
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | -0.171040774012081
ry | 1 | -0.117302993285836
ry | 2 | -0.0791593551162679
ry | 3 | -0.245744526077445
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.192308067101013
ry | 1 | -0.163562270456903
ry | 2 | 0.00900360542012825
ry | 3 | -0.350393245736794
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | -1.22052182157223
ry | 1 | 0.343163566221751
ry | 2 | 0.0859290299081768
ry | 3 | 0.284191663935510
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0799450151640264
ry | 1 | -1.02121747240451
ry | 2 | -0.258003090271652
ry | 3 | 0.0129035031536571
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | 0.436650897006857
ry | 1 | 0.00829950561506060
ry | 2 | -0.0331616742905058
ry | 3 | 0.169632849420932
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.351134339259801
ry | 1 | 0.124143845142283
ry | 2 | -0.128701840975744
ry | 3 | 0.237333359486603
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
ry | 0 | 0.130515764763080
ry | 1 | -0.131238388840792
ry | 2 | 0.0399351359565152
ry | 3 | -0.0824136788840572
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.311786933408015
ry | 1 | -0.393567254507754
ry | 2 | -0.0270354098181431
ry | 3 | 0.0913197348646450
