ry | 0 | -1.07677498128767
ry | 1 | -0.00361364928267129
ry | 2 | 0.0467930505833118
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0847830649054846
ry | 1 | 0.00468843611956973
ry | 2 | -5.73416479317582e-5
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.00388289544285605
ry | 1 | -0.000265969153662384
ry | 2 | 0.00137907955256343
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.00124788785321156
ry | 1 | -0.000898700316693524
ry | 2 | -0.0319446527470164
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.305983815645206
ry | 1 | 0.0207668947506581
ry | 2 | -0.421478678369861
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.120151700491066
ry | 1 | -0.0107703513905755
ry | 2 | 0.00373877571329759
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0396027499654364
ry | 1 | -0.189180580763073
ry | 2 | 0.318416513764131
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.123966115900966
ry | 1 | -0.00147070161083336
ry | 2 | 0.0118873234224249
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0775968083241651
ry | 1 | 0.0574031749586847
ry | 2 | 0.0592239925085995
