ry | 0 | -1.16517299023913
ry | 1 | 0.887321373329089
ry | 2 | 0.0197895306247663
ry | 3 | 0.0755374719009915
ry | 4 | -0.0803217710634188
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.0535438177879733
ry | 1 | -0.0671267525718342
ry | 2 | -0.0983704623126045
ry | 3 | -0.0176867993766525
ry | 4 | -0.191845364977150
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.163847937535660
ry | 1 | -0.435154092966078
ry | 2 | 0.120580670299108
ry | 3 | -0.318833126330083
ry | 4 | -0.275158450523125
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.0575660120394857
ry | 1 | 0.729725254639128
ry | 2 | -0.293881791258209
ry | 3 | 0.00604804706758982
ry | 4 | 0.0480429510433350
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0837112754474093
ry | 1 | 0.197201583941521
ry | 2 | -0.125650138599530
ry | 3 | -0.408913230856661
ry | 4 | -0.272826321176260
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.0946384070574489
ry | 1 | -0.949984088227775
ry | 2 | 0.560909184540335
ry | 3 | -0.141717509161893
ry | 4 | 0.175899123729740
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.755568733190555
ry | 1 | -0.436010053148811
ry | 2 | -0.210447738156725
ry | 3 | 0.438253218600125
ry | 4 | 0.655276177657254
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.0876992037809803
ry | 1 | -0.00955161813401293
ry | 2 | -0.00170741359844972
ry | 3 | 0.000817898062754102
ry | 4 | 0.000503323248458780
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0156076402398410
ry | 1 | -0.00712329582250400
ry | 2 | 0.0144996351892694
ry | 3 | 0.00399856653920628
ry | 4 | 0.00938385154047399
