ry | 0 | -1.64571861521380
ry | 1 | -0.418919453501434
ry | 2 | -0.292445995567763
ry | 3 | 0.0311299043982899
ry | 4 | -0.960145895420950
ry | 5 | 0.0378644037523076
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.57801511037258
ry | 1 | 0.475427996464740
ry | 2 | 0.941343558361601
ry | 3 | 0.187940126956365
ry | 4 | 0.0395283670637327
ry | 5 | -0.0474195909264379
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.38663618597141
ry | 1 | 1.48788273158253
ry | 2 | -1.31687829162796
ry | 3 | 0.0463314644025863
ry | 4 | 2.58451835240205
ry | 5 | -1.18667098215863
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0706166578662986
ry | 1 | -1.62361005428642
ry | 2 | 0.0481759196340759
ry | 3 | -0.934862974967138
ry | 4 | 0.0582661705009933
ry | 5 | 0.0233428713056149
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.19922947663848
ry | 1 | 1.14057504498871
ry | 2 | 2.93678959787070
ry | 3 | -0.0451333306593577
ry | 4 | -1.71885646798182
ry | 5 | -0.0617230888222152
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0577581196313488
ry | 1 | -1.33456217543059
ry | 2 | 0.343596305229452
ry | 3 | 0.00408309333153873
ry | 4 | 0.0113769220942081
ry | 5 | -0.0288023245415235
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.237195466301780
ry | 1 | -0.0796109779826025
ry | 2 | -1.09216089509719
ry | 3 | -0.0123158790246567
ry | 4 | 0.157263843207039
ry | 5 | 1.22320277010232
