ry | 0 | 1.08029482300110
ry | 1 | -0.0398232127007473
ry | 2 | -0.914518332391908
ry | 3 | 0.0932207033665852
ry | 4 | 0.530791159209159
ry | 5 | 0.539903635057410
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.372374442107462
ry | 1 | 2.33533341776039
ry | 2 | -0.539829738005323
ry | 3 | 0.288644629053300
ry | 4 | 0.0258088918562364
ry | 5 | 0.0483187081475516
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.241684587782287
ry | 1 | -1.40205363913768
ry | 2 | -0.864704309181763
ry | 3 | 1.10484484933818
ry | 4 | 0.178708705766800
ry | 5 | 0.980054548265981
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.08599272665663
ry | 1 | -1.99632591856015
ry | 2 | -1.44067400137885
ry | 3 | 0.258984922357698
ry | 4 | 0.287735945386303
ry | 5 | 0.00805557625337984
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.641669704339996
ry | 1 | 0.534351882427883
ry | 2 | 0.869116368075724
ry | 3 | -0.889381099564918
ry | 4 | 0.129349347227843
ry | 5 | -3.00472989257559
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.147042577513842
ry | 1 | 0.804174469994149
ry | 2 | 0.446129006437314
ry | 3 | -0.373380502849987
ry | 4 | 0.182268483300525
ry | 5 | 0.0246000566920635
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.386854794672179
ry | 1 | -0.356732315972121
ry | 2 | -0.0335284057066639
ry | 3 | -0.545796781367548
ry | 4 | -0.666618997337179
ry | 5 | 1.44048996979501
