x | 0 | 
x | 2 | 
ry | 0 | -11.0072816886043
ry | 1 | -12.4543126326041
ry | 2 | -11.1114928097266
ry | 3 | -5.69277388555508
ry | 4 | -4.71158639801899
ry | 5 | -6.87222206486316
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -4.71110203839616
ry | 1 | 12.7956472959051
ry | 2 | -10.1715678173835
ry | 3 | -4.70752165414535
ry | 4 | 9.47350854668118
ry | 5 | -7.83040738739878
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | 4.71360332862279
ry | 1 | -10.9823941853104
ry | 2 | 12.6285162585725
ry | 3 | 10.9680015209779
ry | 4 | -6.27692958354108
ry | 5 | -0.0524734961624277
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | 7.92208775952902
ry | 1 | 4.81340408565261
ry | 2 | 10.9957445266961
ry | 3 | -10.9226329583464
ry | 4 | 6.28380935977729
ry | 5 | 3.10183246517621
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -11.2667724069674
ry | 1 | -11.4931198228403
ry | 2 | 0.605898124094979
ry | 3 | 9.48274403552470
ry | 4 | 3.14153712719881
ry | 5 | -0.384569382368739
