x | 0 | 
x | 1 | 
x | 3 | 
ry | 0 | -3.65285426793810
ry | 1 | 0.856678492023539
ry | 2 | -2.00722700949004
ry | 3 | -1.57652405653757
ry | 4 | -1.57095288906901
ry | 5 | -1.57041036157813
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -1.52269517395852
ry | 1 | -1.77820457763030
ry | 2 | -2.11090473508609
ry | 3 | 1.57935585887589
ry | 4 | 1.50702508698630
ry | 5 | 1.57980438259605
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -1.58019545195430
ry | 1 | 0.000457463661908673
ry | 2 | 1.57114903289191
ry | 3 | -1.42005084762755
ry | 4 | 3.14826028490090
ry | 5 | 1.22448979996887
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -2.10704794973916
ry | 1 | -0.00933909855178256
ry | 2 | -0.00690466541541702
ry | 3 | 1.41058212364341
ry | 4 | 1.57763145145666
ry | 5 | 0.252981444219475
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -2.13247194595252
ry | 1 | -2.21461957745136
ry | 2 | 1.21430779787892
ry | 3 | 1.58046264939220
ry | 4 | -0.000220958939568400
ry | 5 | -1.57090184852921
