ry | 0 | 2.04313042110932
ry | 1 | -1.01781592988169
ry | 2 | 0.445580610078508
ry | 3 | 0.636044374181305
ry | 4 | 1.1129865173857
ry | 5 | -1.54206607185908
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.340404870672844
ry | 1 | -0.686325188871662
ry | 2 | 0.19122270903304
ry | 3 | -0.867799684094137
ry | 4 | -0.611187226315183
ry | 5 | 0.206690794621316
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.452952280838846
ry | 1 | 0.726898796426817
ry | 2 | 0.00805239717310703
ry | 3 | -1.42100734742692
ry | 4 | -1.28499710848064
ry | 5 | 3.30763574607369
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.49112029256425
ry | 1 | 0.541076654600531
ry | 2 | 0.353708630343966
ry | 3 | 1.07431070384317
ry | 4 | -0.970962728927623
ry | 5 | 0.0177792319296645
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.39230239517222
ry | 1 | 1.06930501091846
ry | 2 | -0.27156346707589
ry | 3 | 0.788064955052637
ry | 4 | -1.50992527446336
ry | 5 | -1.4236103142448
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.523186070359924
ry | 1 | -0.0165816709654783
ry | 2 | -0.21984320716782
ry | 3 | -0.350350198211088
ry | 4 | -0.0345059006511279
ry | 5 | -0.142230161338691
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.812239252199998
ry | 1 | -1.00685030401093
ry | 2 | -0.293008050977253
ry | 3 | 0.110196138951122
ry | 4 | 0.75394702325217
ry | 5 | -0.245833922816755
