ry | 0 | 0.222462820990611
ry | 1 | -0.222926194847814
ry | 2 | -0.685981591398307
ry | 3 | -1.20448788122496
ry | 4 | -0.0697539585422081
ry | 5 | -0.341127178571787
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.00723179425215732
ry | 1 | -0.216908656909706
ry | 2 | -0.590538707178353
ry | 3 | -0.85264788116793
ry | 4 | 0.563873593400917
ry | 5 | -1.67780020124861
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.511542871665985
ry | 1 | -0.707218083808971
ry | 2 | 1.64136703674804
ry | 3 | 2.59296925931543
ry | 4 | 1.5833807195896
ry | 5 | -0.815822950665395
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.554625641849956
ry | 1 | 0.133439376707633
ry | 2 | -1.40387014734792
ry | 3 | -0.705944976607762
ry | 4 | 1.48009972375539
ry | 5 | 1.54638225389987
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.802633730781313
ry | 1 | 0.612807333297814
ry | 2 | 0.0162448288803201
ry | 3 | 1.4817157240213
ry | 4 | 0.889050762009145
ry | 5 | -0.996262219730236
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.516569971915266
ry | 1 | -0.00684674597437935
ry | 2 | -0.771615962015093
ry | 3 | -0.234550032490702
ry | 4 | -0.527794963253497
ry | 5 | 0.813567855057483
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.149889804502798
ry | 1 | 0.0125636154062488
ry | 2 | -0.175268703987522
ry | 3 | -0.913169311120708
ry | 4 | -0.777750464583644
ry | 5 | 0.0739382021157024
