ry | 0 | -1.23337942061683
ry | 1 | 0.224485350604228
ry | 2 | 2.05285211741715
ry | 3 | 0.281676150359549
ry | 4 | 0.454940961858169
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.20501083188865
ry | 1 | 0.197911816417998
ry | 2 | 0.484509886843944
ry | 3 | -0.110747560825005
ry | 4 | -0.261670203292294
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.251980898947863
ry | 1 | 1.66023589297954
ry | 2 | 1.06467368514982
ry | 3 | -2.05194307058784
ry | 4 | 2.91942739603129
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.434345201816375
ry | 1 | -1.24264363863943
ry | 2 | -3.79786976610601
ry | 3 | 1.04399963730786
ry | 4 | -2.11759546725358
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0108880556784714
ry | 1 | -2.00670254542827
ry | 2 | -0.385665457634386
ry | 3 | -0.970263825060049
ry | 4 | -0.110722675782748
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.169373103629504
ry | 1 | 0.526515148217546
ry | 2 | 0.0941504912636427
ry | 3 | 0.973725910153333
ry | 4 | -0.0609430196257027
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.284189641036859
ry | 1 | -0.285102580381543
ry | 2 | 0.0644364103021334
ry | 3 | -0.213097003471816
ry | 4 | -0.0735014287793137
