ry | 0 | -1.23387865941167
ry | 1 | -1.62567068446166
ry | 2 | 0.32902955630824
ry | 3 | 0.213040550035009
ry | 4 | -0.366275963883227
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.255285313052604
ry | 1 | 0.0129140542012065
ry | 2 | 0.239189998500591
ry | 3 | 0.356981262094407
ry | 4 | 0.207052575388425
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0214794369759456
ry | 1 | 0.85472198835187
ry | 2 | -0.0644226693959921
ry | 3 | 0.124458327624716
ry | 4 | 0.273560079744073
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.323324282593249
ry | 1 | 0.41556394741456
ry | 2 | -0.3790466266774
ry | 3 | 1.50997466616004
ry | 4 | -0.0461686638878104
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.106287673943364
ry | 1 | -0.231512029343863
ry | 2 | -0.316795592075077
ry | 3 | -0.0986586599595645
ry | 4 | 0.108084274796398
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.026180167700274
ry | 1 | -0.447816597497001
ry | 2 | 0.299117443115604
ry | 3 | 0.0143834345007302
ry | 4 | -0.0343805463414224
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.00684270854609651
ry | 1 | 0.358351262254711
ry | 2 | 0.0169456153842712
ry | 3 | -0.154163019764927
ry | 4 | -0.0512513459677704
