ry | 0 | 1.20860336038325
ry | 1 | -0.276330392265323
ry | 2 | -2.65446152357683
ry | 3 | -1.13967518470271
ry | 4 | -0.746247808681248
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.0979834956828699
ry | 1 | 0.155847828387125
ry | 2 | 0.225647988363992
ry | 3 | 0.439862347736862
ry | 4 | 0.203014191524415
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.347731168463479
ry | 1 | -0.265296546642204
ry | 2 | -1.5915966196353
ry | 3 | -0.398056975531184
ry | 4 | 0.478726155288931
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.73337735800458
ry | 1 | -1.04722053380709
ry | 2 | -0.371279566351282
ry | 3 | 0.493858557548761
ry | 4 | 0.00823015508552159
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.523302568700511
ry | 1 | 0.903113672578848
ry | 2 | -2.77385027111725
ry | 3 | 1.15487544828095
ry | 4 | -0.105316310859189
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.458481922955604
ry | 1 | -0.262882418969382
ry | 2 | -0.184982235079845
ry | 3 | -0.14434473822574
ry | 4 | -0.255537778071185
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 4.39977015864832
ry | 1 | -1.33160441224877
ry | 2 | 0.8998156576815
ry | 3 | 0.308029206308177
ry | 4 | 0.559109457807411
