ry | 0 | -2.29158697321007
ry | 1 | 0.181173999188879
ry | 2 | 0.671220249391087
ry | 3 | -1.06055926854795
ry | 4 | -0.0874234889493002
ry | 5 | -0.110091297627698
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.713594886888343
ry | 1 | 1.21038209314768
ry | 2 | 0.577721986836371
ry | 3 | -0.391604113274461
ry | 4 | 3.10057137281657
ry | 5 | -1.33627697791229
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.55987595917285
ry | 1 | -0.745465962378662
ry | 2 | 3.96913028873558
ry | 3 | 2.06880083645208
ry | 4 | 0.961682876004464
ry | 5 | 2.79606737137727
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.79390651432717
ry | 1 | 1.44720017769586
ry | 2 | -3.60106315491219
ry | 3 | -0.448571593616516
ry | 4 | -2.03587463068801
ry | 5 | -1.70182155223603
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 3.61409416628086
ry | 1 | 1.61317528003936
ry | 2 | 1.00353088748452
ry | 3 | 0.284234480181246
ry | 4 | 1.42529234728502
ry | 5 | -0.175784580445636
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.1367932427644
ry | 1 | -0.290648374058638
ry | 2 | -0.601720764635256
ry | 3 | 0.671281305138905
ry | 4 | 0.669409497979667
ry | 5 | -0.305428603008924
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.63579471889573
ry | 1 | 0.340999180853866
ry | 2 | 0.340452277387488
ry | 3 | 0.2682421118824
ry | 4 | -0.551982528737867
ry | 5 | -0.12998350265084
