ry | 0 | -0.0493356671313093
ry | 1 | -0.00917570627684742
ry | 2 | -0.358419974813135
ry | 3 | -0.141450922972526
ry | 4 | 0.607290252309922
ry | 5 | 0.0138037661202163
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.407502617505966
ry | 1 | -0.63569535000986
ry | 2 | -0.441023346866112
ry | 3 | 0.837885396088347
ry | 4 | 1.7960849599077
ry | 5 | 3.74050977840434
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.276534205673152
ry | 1 | -0.173590555003956
ry | 2 | 3.4436799115845
ry | 3 | -2.24712750949524
ry | 4 | -2.06461443269939
ry | 5 | -1.7554674714485
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.518613539227552
ry | 1 | -1.16134965513003
ry | 2 | 0.389338057036463
ry | 3 | -2.52832781367556
ry | 4 | -1.9537604735843
ry | 5 | -1.52844618262708
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.154717627891214
ry | 1 | -0.251004027191572
ry | 2 | 2.87829967178793
ry | 3 | -0.769770694632517
ry | 4 | 1.39214468469658
ry | 5 | 0.098903558613338
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.939405024430555
ry | 1 | -0.447334893172755
ry | 2 | -0.108960793037288
ry | 3 | -0.226165111844889
ry | 4 | 0.757694700927513
ry | 5 | 0.61000727796867
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0229819928439004
ry | 1 | 0.00944648553431558
ry | 2 | -0.656324768752201
ry | 3 | -0.337783376616875
ry | 4 | -0.116569790930475
ry | 5 | -0.714084074263506
