ry | 0 | 0.586787535553088
ry | 1 | 0.767817298520503
ry | 2 | 0.659465481917789
ry | 3 | 0.468391972339577
ry | 4 | -0.0567593193984527
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.257352619183843
ry | 1 | -0.0160015229682122
ry | 2 | -0.283404417886125
ry | 3 | -0.250953051374488
ry | 4 | 0.0202474440321086
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.462712215294438
ry | 1 | -1.26598757286458
ry | 2 | 1.26353679146532
ry | 3 | -2.27408183251644
ry | 4 | 0.797023507746096
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.205339662197142
ry | 1 | 0.649162843571803
ry | 2 | -3.62902595941681
ry | 3 | 0.00216715986469296
ry | 4 | 1.31745055600356
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.127672518246904
ry | 1 | -0.217834167656935
ry | 2 | 0.887025576809667
ry | 3 | 0.434948392838915
ry | 4 | -1.18714628063225
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.347908603584988
ry | 1 | -0.414633517951706
ry | 2 | -0.466653609362405
ry | 3 | -0.462860278360961
ry | 4 | 0.225119782001518
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.379469502293556
ry | 1 | -0.0219388481634587
ry | 2 | -0.330545034121509
ry | 3 | 0.363612273110403
ry | 4 | -0.46733151806756
