ry | 0 | -0.0209735099527975
ry | 1 | 0.12570249240449
ry | 2 | 0.293260669300706
ry | 3 | 1.25465129125102
ry | 4 | 0.565604070592888
ry | 5 | -0.79331135471674
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0274017065011971
ry | 1 | 0.357124288684279
ry | 2 | -0.0986765379302884
ry | 3 | 0.318797406764437
ry | 4 | -0.372758215616727
ry | 5 | -0.43078252887685
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0365831146137225
ry | 1 | 0.495684158772264
ry | 2 | 0.962101428101335
ry | 3 | -0.0913830235383073
ry | 4 | -0.782410357811594
ry | 5 | 1.06549047524586
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.183782663087859
ry | 1 | 1.87462699386893
ry | 2 | 0.539654261770974
ry | 3 | -0.937443808735522
ry | 4 | -1.43660207650929
ry | 5 | 0.236191411864735
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.607133917094095
ry | 1 | -1.34110390813264
ry | 2 | -1.3480893496017
ry | 3 | -0.746706381383141
ry | 4 | 0.528046807119757
ry | 5 | -0.631733090517445
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.977384915921775
ry | 1 | 0.0238965158935275
ry | 2 | -0.184368341429374
ry | 3 | -0.0953845462168857
ry | 4 | -0.308605186373428
ry | 5 | -0.00267542948773197
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.394234274602636
ry | 1 | -1.1933482765706
ry | 2 | -0.0597399786512061
ry | 3 | -0.655597296576586
ry | 4 | -0.381377740174578
ry | 5 | -0.300952384515948
