ry | 0 | -0.539131573832641
ry | 1 | -0.526044693840156
ry | 2 | 0.776981563780342
ry | 3 | -1.00783087458008
ry | 4 | -0.183045335861434
ry | 5 | -1.16983757719386
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.490989250818471
ry | 1 | 0.456120354319866
ry | 2 | -0.0865557870329546
ry | 3 | -0.215758187169798
ry | 4 | -0.0671027361469786
ry | 5 | 3.10290219906263
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.09435004305886
ry | 1 | 0.314396132617582
ry | 2 | 0.895812953948216
ry | 3 | -0.967672118998099
ry | 4 | -0.0979689641275412
ry | 5 | -1.82693080825797
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.18377190766876
ry | 1 | -0.297442035716753
ry | 2 | -0.0509952558392251
ry | 3 | 0.127281524751138
ry | 4 | 0.161561565661133
ry | 5 | -0.0365853212052415
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.2164898208526
ry | 1 | -1.31153147735598
ry | 2 | -1.16857786295279
ry | 3 | 0.0613800242311115
ry | 4 | 0.846569133649843
ry | 5 | -0.115722602810227
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.383341909426357
ry | 1 | -0.308382282011764
ry | 2 | -0.00622791424509467
ry | 3 | 0.118642853542436
ry | 4 | 2.20170466870061
ry | 5 | 0.00212606408511905
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.137893416280912
ry | 1 | 0.396190821893119
ry | 2 | 1.29372583203713
ry | 3 | -0.080291950463606
ry | 4 | -0.90517171967316
ry | 5 | -0.00941724200689422
