ry | 0 | -1.65627554635794
ry | 1 | -0.709607411587401
ry | 2 | 0.900812360466003
ry | 3 | -0.306911854320128
ry | 4 | 0.206026396462193
ry | 5 | -0.0312400346711385
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.25000662551451
ry | 1 | -0.233893249146262
ry | 2 | 0.148344051289939
ry | 3 | 0.00869616676138191
ry | 4 | -1.59730664172058
ry | 5 | 0.048938178142547
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 2.39787384395322
ry | 1 | 0.321371926106291
ry | 2 | -0.799561603932147
ry | 3 | 0.996526234421388
ry | 4 | -0.368377515843991
ry | 5 | -0.851798409569883
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.272267459546175
ry | 1 | -0.332690287985966
ry | 2 | 0.11852974528561
ry | 3 | 0.0740038788365339
ry | 4 | -0.157169489814669
ry | 5 | 0.058290791635404
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.17723571273984
ry | 1 | 0.768361460470428
ry | 2 | 0.232871688744958
ry | 3 | -0.856709888049441
ry | 4 | 0.147773094300088
ry | 5 | 0.69315689433812
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.681730361154745
ry | 1 | 0.233531544453414
ry | 2 | 0.0606949935484463
ry | 3 | 0.000652593722919959
ry | 4 | -0.115110046337514
ry | 5 | 0.0315901343196363
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.164437886303431
ry | 1 | -0.299330481350917
ry | 2 | -0.473902157236352
ry | 3 | 0.254780165922951
ry | 4 | 0.0569535726914133
ry | 5 | 0.114401240287193
