ry | 0 | -0.458176094370033
ry | 1 | 0.025852036497618
ry | 2 | 3.52501120480907
ry | 3 | 0.699938818626227
ry | 4 | -0.0132480028113101
ry | 5 | 0.289490339575023
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.322895159361532
ry | 1 | -0.00193279047889122
ry | 2 | -0.225620947096533
ry | 3 | -0.789454985761805
ry | 4 | -1.00071289444137
ry | 5 | -2.94666419805019
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0652758411696641
ry | 1 | -0.259283610109939
ry | 2 | -1.56035904082211
ry | 3 | 2.15480723470849
ry | 4 | 1.40561106623485
ry | 5 | 2.43073969499028
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -2.80848893846342
ry | 1 | -4.61836092495235
ry | 2 | 1.60622565632863
ry | 3 | 1.81401955968428
ry | 4 | -1.78008672052304
ry | 5 | -1.9843912125561
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 3.00392137415744
ry | 1 | -1.55888237996295
ry | 2 | 1.55163532723288
ry | 3 | 0.3575098232572
ry | 4 | 2.17923686093408
ry | 5 | -1.75925232451362
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.302119716497854
ry | 1 | -0.00912784808449556
ry | 2 | -3.11429633092435
ry | 3 | 0.0780994397461311
ry | 4 | -0.385497458928752
ry | 5 | 2.73525803923703
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0608288908729077
ry | 1 | -0.126785747718448
ry | 2 | -0.170686316785297
ry | 3 | -0.171579862621319
ry | 4 | -0.581197020143188
ry | 5 | 1.95923665155965
