ry | 0 | 3.08681268036107
ry | 1 | -0.1649779550583
ry | 2 | -0.81963503892601
ry | 3 | 0.00612461795038279
ry | 4 | 0.190034678401697
ry | 5 | 0.52840119620128
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.647395495747028
ry | 1 | -0.467490942039496
ry | 2 | 0.0282944153641978
ry | 3 | 0.0144986875634055
ry | 4 | 0.0100025910391156
ry | 5 | -0.236315273658394
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.63113975404578
ry | 1 | -2.23798900472798
ry | 2 | 1.1935048893373
ry | 3 | -1.60540574000317
ry | 4 | -0.174091677874026
ry | 5 | 0.852323127201342
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -3.32985543615929
ry | 1 | 0.228884163997038
ry | 2 | -0.114996087322391
ry | 3 | -0.988391113765532
ry | 4 | 0.890955567023056
ry | 5 | 1.08590547565446
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 2.18269379486065
ry | 1 | -0.553635298178573
ry | 2 | 0.541636763939888
ry | 3 | 1.64681059534331
ry | 4 | -0.0130139438251812
ry | 5 | -1.64701640753581
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.595797676506654
ry | 1 | 0.575203146769093
ry | 2 | 0.0204336302635475
ry | 3 | -0.122312376713477
ry | 4 | 0.248513870756897
ry | 5 | 0.0703714436486404
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.267233153910168
ry | 1 | 0.290187582113389
ry | 2 | -0.497111089064073
ry | 3 | -0.0195468688348491
ry | 4 | -0.00904777088432398
ry | 5 | 0.0359497137687991
