ry | 0 | -0.344291733954724
ry | 1 | -0.0285878193142783
ry | 2 | 0.00450110589656278
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0299883031425496
ry | 1 | 0.02265646180622
ry | 2 | 0.00565261901927481
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.343216742830712
ry | 1 | -0.0256847744410858
ry | 2 | 0.00466315971747256
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0298281180572813
ry | 1 | 0.00980271940873015
ry | 2 | -0.0053456110161699
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.341896008126475
ry | 1 | -0.022971475640654
ry | 2 | 0.00463705843686333
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0296602269999663
ry | 1 | -0.00714320015247245
ry | 2 | -0.0245003422671947
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.340648666808488
ry | 1 | -0.0192288870048794
ry | 2 | 0.00433722894710631
