ry | 0 | -1.67986056343193
ry | 1 | 0.564926235782506
ry | 2 | 0.403016459535626
ry | 3 | -1.60035369826935
ry | 4 | 0.953207996251574
ry | 5 | -0.957912154487004
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.379659899048301
ry | 1 | 1.15040457574274
ry | 2 | -0.0306146757529669
ry | 3 | -0.471520884903297
ry | 4 | -0.318999386466329
ry | 5 | -0.292540829211343
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.191468107486734
ry | 1 | -2.15447289103809
ry | 2 | -0.10271082196626
ry | 3 | 0.528971414158532
ry | 4 | 0.0248912636891534
ry | 5 | 0.648117049668851
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.72276620279878
ry | 1 | 0.156734337131872
ry | 2 | 1.08010911743676
ry | 3 | -0.847294914826312
ry | 4 | -0.461961421740212
ry | 5 | -0.120846267420738
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.654979724520598
ry | 1 | 0.859676118079791
ry | 2 | -0.280291133731442
ry | 3 | 0.71503040803838
ry | 4 | -2.06543797040926
ry | 5 | 0.508450422893065
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.18951223067269
ry | 1 | -0.324754012544602
ry | 2 | -0.16167023442349
ry | 3 | -0.38938041871528
ry | 4 | 0.846526015048737
ry | 5 | -0.057995133369571
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.725399226106788
ry | 1 | -1.33749742487103
ry | 2 | 0.354611355695702
ry | 3 | 0.948455280565465
ry | 4 | 0.805413718150064
ry | 5 | -0.271807030229797
