ry | 0 | 2.0422727084995
ry | 1 | 0.451513719665588
ry | 2 | -1.09340833618474
ry | 3 | 0.711682480401383
ry | 4 | -0.0678532721478613
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.0816894922297632
ry | 1 | -0.00310482282637682
ry | 2 | -0.331249526775723
ry | 3 | -0.134014739969591
ry | 4 | 0.405846441601282
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.28173193704956
ry | 1 | -1.58757783416771
ry | 2 | -0.681505124758486
ry | 3 | 1.80446976782669
ry | 4 | -2.60701484734934
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.434504846036115
ry | 1 | -2.0812533568532
ry | 2 | 0.751881792876552
ry | 3 | -4.65997822397212
ry | 4 | 1.00560387639873
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 1.60401435579017
ry | 1 | 3.46063379626746
ry | 2 | -0.712872182515912
ry | 3 | 1.32598706444832
ry | 4 | 0.138979478141261
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.209715280738328
ry | 1 | -0.173632958429726
ry | 2 | -0.114426665462823
ry | 3 | 0.235864197200364
ry | 4 | 0.074557894259925
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.277806301538035
ry | 1 | -0.00326329141302089
ry | 2 | -0.134662896584715
ry | 3 | -0.156752471499489
ry | 4 | 0.0688298542598934
