ry | 0 | -0.374413902606441
ry | 1 | 0.197763200026119
ry | 2 | 0.376620713625135
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.366250795359307
ry | 1 | 0.0975503399627138
ry | 2 | -0.0197852020717163
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0992849183623605
ry | 1 | 0.116867596209446
ry | 2 | 0.0355716530987713
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.11114602395108
ry | 1 | -0.0796798834611981
ry | 2 | -0.113333877221471
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.522195417655622
ry | 1 | -0.320925890852049
ry | 2 | -0.774857479609481
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.378739977283048
ry | 1 | -0.0275903022616475
ry | 2 | 0.0184887128422365
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0238363359531241
ry | 1 | -0.116561788534308
ry | 2 | 0.470589182008852
