x | 0 | 
x | 2 | 
ry | 0 | 0.000250928432729722
ry | 1 | -3.41651762329349e-5
ry | 2 | -1.45797979059328
ry | 3 | -0.174934053157356
ry | 4 | 0.00477221259647144
ry | 5 | 0.00167481117767072
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -7.80261186213064e-6
ry | 1 | -1.91285970935050e-5
ry | 2 | -0.785163388209003
ry | 3 | 0.00574717882674165
ry | 4 | 2.53260862285802
ry | 5 | -0.000225299994686664
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.00562995836698507
ry | 1 | -0.608991657357817
ry | 2 | -3.59536370592098e-5
ry | 3 | -0.785632605400010
ry | 4 | 9.95695788275478e-6
ry | 5 | 1.48065498490381e-6
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -3.14158836093734
ry | 1 | 0.112816305703119
ry | 2 | -0.326147594047842
ry | 3 | -1.56604222488617
ry | 4 | 0.00270087126033701
ry | 5 | 0.00391963681561764
