x | 0 | 
x | 1 | 
x | 3 | 
ry | 0 | 0.995405888106984
ry | 1 | -1.09094925986450
ry | 2 | -0.104539796541486
ry | 3 | 0.0104058204287704
ry | 4 | -3.14175250420997
ry | 5 | -0.00429674093902393
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.35938542157107
ry | 1 | -0.530102858459648
ry | 2 | 0.572253080793856
ry | 3 | -5.89481159677617
ry | 4 | -0.879128916563102
ry | 5 | 0.00509040063268463
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 3.13835513276438
ry | 1 | -0.664496813733346
ry | 2 | -0.787550810780395
ry | 3 | 0.676902660977224
ry | 4 | 0.00371520900053985
ry | 5 | -0.321431430583872
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0368973543980806
ry | 1 | -1.12507057889721
ry | 2 | -0.00323608036114322
ry | 3 | 0.838868211639053
ry | 4 | -3.14493723243557
ry | 5 | -1.17346835680813
