x | 0 | 
x | 2 | 
x | 4 | 
ry | 0 | 0.0212434734130178
ry | 1 | 0.00137720271109085
ry | 2 | -1.56232306689617e-5
ry | 3 | -0.0882684012025501
ry | 4 | -0.224216310038719
ry | 5 | -0.505702141477637
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 2.63853289280903
ry | 1 | -1.56994998123020
ry | 2 | -1.57044304331770
ry | 3 | -0.00812340179694074
ry | 4 | 3.11459800684821
ry | 5 | 0.0927270280434526
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.04779390852069
ry | 1 | -0.00175399531507872
ry | 2 | -1.89687775401831e-5
ry | 3 | -0.000221543091627734
ry | 4 | -0.565380868989833
ry | 5 | 1.70531972903174
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.57054834113038
ry | 1 | -1.57135920505722
ry | 2 | -0.00887687049374682
ry | 3 | 0.211437072074751
ry | 4 | 0.546494061497308
ry | 5 | 1.89103507034665
