x | 2 | 
ry | 0 | 1.5702379567848732
ry | 1 | -0.5194294864764715
ry | 2 | 0.9046121094047538
ry | 3 | 1.4668164424098138
ry | 4 | 1.5769868733118377
ry | 5 | -0.06377451468322781
ry | 6 | -0.21446698629505814
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | -0.0264227059798274
ry | 1 | -0.00080071164983795
ry | 2 | -0.0023775109942922377
ry | 3 | 0.01022381690013544
ry | 4 | 0.16718841405363274
ry | 5 | -0.10387508705866147
ry | 6 | 0.0006182621816650951
cx | 5 6 | 
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.5904709123536682
ry | 1 | 0.5204292862145135
ry | 2 | -0.9036159932905291
ry | 3 | -1.471197292699244
ry | 4 | -1.574656902819386
ry | 5 | 0.0405741525272256
ry | 6 | 0.11817348046958667
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | 0.018447379904982658
ry | 1 | -0.00014909903182848877
ry | 2 | 0.011836484399646484
ry | 3 | 0.1543139269109098
ry | 4 | 0.000927022083673703
ry | 5 | 0.003163677157580624
ry | 6 | -0.1561500770208005
cx | 5 6 | 
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.028888409548703215
ry | 1 | -0.004294761778084924
ry | 2 | -0.0020211054689651966
ry | 3 | -0.15580917528573554
ry | 4 | 0.009831206521970368
ry | 5 | 0.022173448775629115
ry | 6 | -0.05127761341374551
