x | 2 | 
ry | 0 | -1.5709912595351734
ry | 1 | -0.017832738617528078
ry | 2 | -0.029806968020051294
ry | 3 | 0.4240164421659789
ry | 4 | -1.5516291255119221
ry | 5 | 0.7040728665057069
ry | 6 | -0.21495572933788684
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | 0.026159106844686475
ry | 1 | 0.0019505044306133454
ry | 2 | 0.1664129478582814
ry | 3 | -1.6105955274572117
ry | 4 | -0.03679260983776411
ry | 5 | -0.02194615661224662
ry | 6 | -0.0005321309269016148
cx | 5 6 | 
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.1936949262525047
ry | 1 | -0.002708218346143312
ry | 2 | -1.3995536958009172
ry | 3 | 0.9440607191662399
ry | 4 | 1.5498519416738448
ry | 5 | 0.08528380499014235
ry | 6 | 0.2541665753540111
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | 0.00047379709935392117
ry | 1 | -0.0003725539099712651
ry | 2 | -0.10294033463660358
ry | 3 | -0.017288613477221028
ry | 4 | 0.6013497100886694
ry | 5 | -0.00020852071344543862
ry | 6 | 0.0020082453044817537
cx | 5 6 | 
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.12263704666566765
ry | 1 | -0.0004255539206900683
ry | 2 | 1.5454969638232803
ry | 3 | 0.18274177296589242
ry | 4 | 0.020448778732833822
ry | 5 | -0.7893725742342991
ry | 6 | -0.03923743435432483
