x | 0 | 
x | 2 | 
x | 4 | 
ry | 0 | 0.06723186407251143
ry | 1 | 1.3537844050460697
ry | 2 | -1.4690805298185003e-07
ry | 3 | -4.1518442296068104e-07
ry | 4 | -4.51802657860862e-05
ry | 5 | -0.3227740109430625
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.09100426865462666
ry | 1 | -5.991652402715404e-08
ry | 2 | -2.2886335250938892e-07
ry | 3 | 2.0117173726802665e-05
ry | 4 | 0.00011130443351055287
ry | 5 | -1.3588692590580813
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.016485342474938717
ry | 1 | -0.8388550307231887
ry | 2 | -5.507112981870887e-07
ry | 3 | -4.095273505929857e-07
ry | 4 | -4.916880585596481e-05
ry | 5 | -0.2636913722879273
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -5.257187738370142e-08
ry | 1 | 1.2088701193535511e-07
ry | 2 | -5.952158146009009e-07
ry | 3 | -3.456789307866618e-05
ry | 4 | -3.0187429631325637e-06
ry | 5 | 1.1712518000252218e-07
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 3.683157447858035e-07
ry | 1 | 2.1193699147587586e-07
ry | 2 | 2.949559731133239e-07
ry | 3 | 1.501965908198923e-08
ry | 4 | -2.194248841901295e-08
ry | 5 | 1.6377260515404876e-07
