x | 0 | 
x | 1 | 
x | 3 | 
ry | 0 | -3.1412685754918623
ry | 1 | -0.0019968354061805963
ry | 2 | 0.000235643874870889
ry | 3 | -0.7493026790044776
ry | 4 | -1.7742465020737281
ry | 5 | -1.5547870166388889
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 3.440955929801405
ry | 1 | -3.923781267160474e-05
ry | 2 | 0.00010333374356010306
ry | 3 | 0.8397862922173343
ry | 4 | -2.640927135790627
ry | 5 | 0.27556339795382184
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 3.00184960553035
ry | 1 | -0.005273664762584922
ry | 2 | 0.0005028191315990734
ry | 3 | 3.141909885277242
ry | 4 | 2.249293570800144
ry | 5 | 1.424327560369706
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 9.632504335190045e-05
ry | 1 | -1.6911585364808835e-05
ry | 2 | -7.413871170860882e-05
ry | 3 | 0.04782472291581128
ry | 4 | 0.05449435404539499
ry | 5 | -0.0014777281131700324
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.021432258796062493
ry | 1 | 0.007106726916741852
ry | 2 | -0.0004462485919343405
ry | 3 | -0.008961553181343286
ry | 4 | -0.014980712009310596
ry | 5 | -0.003070768851865886
