x | 0 | 
x | 2 | 
x | 4 | 
ry | 0 | -3.1310642375024127
ry | 1 | -1.1393154430622459
ry | 2 | -1.9057802332100324e-06
ry | 3 | -2.69795893359962e-06
ry | 4 | -0.2342759511989212
ry | 5 | -0.030818616090454526
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -3.1272865365466247
ry | 1 | -5.222227791458325e-05
ry | 2 | -9.344565599072886e-06
ry | 3 | 8.375187575836979e-07
ry | 4 | -0.7877276549262391
ry | 5 | 1.809844890476558
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0017381948917852396
ry | 1 | 2.3471879121086276
ry | 2 | 1.3782246443592148e-06
ry | 3 | 2.995983561716871e-06
ry | 4 | -0.8141848148551698
ry | 5 | -0.6714339454465189
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0028066296122017083
ry | 1 | 5.143263851438035e-05
ry | 2 | -6.808551565011805e-06
ry | 3 | -1.199707108054808e-07
ry | 4 | -0.020085260281866746
ry | 5 | -0.49424198960777066
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.0003882743793637524
ry | 1 | -0.017642032977457943
ry | 2 | -2.7827579586991863e-06
ry | 3 | -5.943690819814293e-06
ry | 4 | 4.641493010104792e-05
ry | 5 | -0.018550907798905784
