x | 0 | 
x | 2 | 
ry | 0 | -0.00313890544279907
ry | 1 | 0.151668985033735
ry | 2 | 0.0993547719132575
ry | 3 | -0.514689601112743
ry | 4 | -0.244398474488845
ry | 5 | 0.00161167702214507
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | 0.860653004170527
ry | 1 | -0.169355812842841
ry | 2 | -0.0433389190569214
ry | 3 | -0.0214329418746005
ry | 4 | 0.0176721745817608
ry | 5 | 1.00741959076469
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -0.00434321305101666
ry | 1 | -0.365909269342660
ry | 2 | 0.150490226458377
ry | 3 | -0.495701786673137
ry | 4 | -0.0102106296140105
ry | 5 | 0.175376300183327
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -0.00922932553994456
ry | 1 | -1.63404240640675
ry | 2 | -0.906988021934899
ry | 3 | 0.599372867083993
ry | 4 | 0.00141785375024193
ry | 5 | 0.00409852036958265
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | 0.00146873363093453
ry | 1 | -0.0271622178686856
ry | 2 | -0.00765225603858838
ry | 3 | 0.199203679780477
ry | 4 | -0.169206237702424
ry | 5 | -0.0148151605193716
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -0.721405001238095
ry | 1 | -0.00901874866473660
ry | 2 | -0.0672525065816900
ry | 3 | 1.25286369120610
ry | 4 | -1.04916173525064
ry | 5 | 0.173792096591339
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | 0.0120518131499260
ry | 1 | -0.0291148792703023
ry | 2 | -0.0402531018467248
ry | 3 | -0.00181533088857526
ry | 4 | 1.01537601094092
ry | 5 | -0.936822547033906
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | 0.00377242392857899
ry | 1 | 0.00998127149198817
ry | 2 | -0.827748795480438
ry | 3 | -0.0153720567258302
ry | 4 | -0.00913926424097884
ry | 5 | 0.0391035773912095
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -0.779506833107033
ry | 1 | 0.632197026345904
ry | 2 | 0.111746413202830
ry | 3 | 0.0167195758036573
ry | 4 | 0.000537635151125163
ry | 5 | -0.891560976445106
