x | 0 | 
x | 2 | 
x | 4 | 
ry | 0 | 0.0160238706472699
ry | 1 | 0.00525064944008385
ry | 2 | 0.00154401080298619
ry | 3 | -0.0157700724268427
ry | 4 | 0.000409966237169542
ry | 5 | -1.63259947682138
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.000158720709302369
ry | 1 | -1.51215077485301
ry | 2 | -0.00105514169017392
ry | 3 | 0.0757227388303651
ry | 4 | -0.220812131409012
ry | 5 | 0.184359482309784
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0457955400346892
ry | 1 | -0.0516586889427871
ry | 2 | 0.000882334738503612
ry | 3 | 0.735378006007825
ry | 4 | -0.00844827057273603
ry | 5 | 0.0542151456041781
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.24910433552180
ry | 1 | -0.109910526661344
ry | 2 | 0.000639014145613991
ry | 3 | -0.00128635353122031
ry | 4 | -1.59133241662826
ry | 5 | 0.110111537464558
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.321276903359479
ry | 1 | 0.736634977958210
ry | 2 | -0.0117425180334937
ry | 3 | 0.235213861943148
ry | 4 | -0.00545096710125892
ry | 5 | 0.000187178262330675
