x | 0 | 
x | 1 | 
x | 3 | 
ry | 0 | 1.14838954341363
ry | 1 | -1.57572482932672
ry | 2 | -1.56919316588856
ry | 3 | -0.682945788560047
ry | 4 | 1.16072296858247
ry | 5 | -0.00243441278618317
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 3.70535400370213
ry | 1 | -0.574486258479342
ry | 2 | -0.0989981923852599
ry | 3 | -3.15933396844109
ry | 4 | -0.0121795261127727
ry | 5 | -0.737572544559646
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 3.13563225679649
ry | 1 | 1.60946607355905
ry | 2 | 1.54453472929819
ry | 3 | -1.53964629822564
ry | 4 | 0.0268804273495372
ry | 5 | -1.63165515341209
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.00492062972319781
ry | 1 | -0.00176145923725910
ry | 2 | -1.55186280283917
ry | 3 | -0.00153375551111136
ry | 4 | 0.741180671025977
ry | 5 | -1.56824206968342
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.965852516037327
ry | 1 | 0.576031490314568
ry | 2 | -3.03157476005464
ry | 3 | -0.966569552742453
ry | 4 | -1.25148406388205
ry | 5 | 1.55492327647099
