x | 0 | 
x | 2 | 
ry | 0 | 1.8330459863783362
ry | 1 | -0.0664521835019876
ry | 2 | 1.831909693585506
ry | 3 | 1.8531960162013568
ry | 4 | 1.5958118234333887
ry | 5 | -2.351562272152109
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 3.190459052832722
ry | 1 | 3.1716674444434734
ry | 2 | -0.030725396463736687
ry | 3 | -0.3810729917412995
ry | 4 | -0.47268771753634425
ry | 5 | 0.4041093715426433
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -1.4216227273100033
ry | 1 | 2.8653651153130415
ry | 2 | -1.4721002000476056
ry | 3 | -1.8954263904832647
ry | 4 | 0.07465150856186525
ry | 5 | 2.582109813863984
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.04775451157779256
ry | 1 | -0.17022394784997946
ry | 2 | 1.3612789404321695
ry | 3 | 0.2387818158463731
ry | 4 | -0.781345387595793
ry | 5 | 0.5360781390927976
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.2876981160785052
ry | 1 | -1.6263276969590035
ry | 2 | 1.0454605725630028
ry | 3 | -0.4836162491034974
ry | 4 | -3.1692511006969872
ry | 5 | 0.5191910499388313
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.33610415548654726
ry | 1 | 0.2588890882859021
ry | 2 | 0.2793199436059549
ry | 3 | 0.18722624089593118
ry | 4 | -0.0018790060415386823
ry | 5 | 0.9100573332267242
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.0321207521228445
ry | 1 | -1.5268825472498513
ry | 2 | -0.9919359349142058
ry | 3 | 0.5025479604106666
ry | 4 | -0.03316939529731487
ry | 5 | -0.33186601666481824
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.07321554966623421
ry | 1 | 0.22173107103512069
ry | 2 | 1.285121166515767
ry | 3 | 0.06460354898777142
ry | 4 | -0.7743843772027791
ry | 5 | -0.5535505437078088
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 0.15673292849680148
ry | 1 | 0.19887241133981276
ry | 2 | 0.14005952221141132
ry | 3 | 0.2817016106715516
ry | 4 | 1.5984074236709058
ry | 5 | -0.3194206393558667
