x | 0 | 
x | 1 | 
x | 3 | 
ry | 0 | -2.970593803534446
ry | 1 | -1.6270166334496972
ry | 2 | -6.511857686202785e-06
ry | 3 | -3.3703202565189447
ry | 4 | 0.24174527472354754
ry | 5 | 1.0412335119315703
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.4092907010978242
ry | 1 | -5.012279716514414e-05
ry | 2 | 0.0002874063133001203
ry | 3 | 0.5067174492351697
ry | 4 | -1.7022854316758167
ry | 5 | 0.12391545461127347
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | 3.1070638595598394
ry | 1 | 2.1772304587289555
ry | 2 | -0.00011541478762174661
ry | 3 | -1.4349038010211992
ry | 4 | -0.21585277458974586
ry | 5 | 2.3997935792511274
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.6311488584860574
ry | 1 | -9.12430938971703e-05
ry | 2 | 0.00018095901939080937
ry | 3 | 1.9710334427581324
ry | 4 | 0.1352345385683382
ry | 5 | 1.602164471885984
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -0.8775459229282149
ry | 1 | -1.8144670489771642
ry | 2 | 6.114482297890839e-05
ry | 3 | 0.22522707325274607
ry | 4 | -2.0178332749303007
ry | 5 | 2.549483871536813
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.16060658286552632
ry | 1 | 5.0611437180022144e-05
ry | 2 | 1.6385521952054138e-05
ry | 3 | -1.168096484557771
ry | 4 | -1.3788819709425875
ry | 5 | 0.0283562928165805
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -3.0114670725574966
ry | 1 | -1.8985629395733297
ry | 2 | -6.550942144900753e-05
ry | 3 | 1.4441771711231528
ry | 4 | -1.5283925692509468
ry | 5 | 0.43218491161926825
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -5.6525197750709025e-06
ry | 1 | -8.825481725991312e-06
ry | 2 | -5.6222935542477754e-05
ry | 3 | -3.0344313808277276e-05
ry | 4 | 8.227817168279635e-06
ry | 5 | 4.819846891651426e-06
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
cx | 1 2 | 
cx | 0 1 | 
ry | 0 | -5.745724578112582e-07
ry | 1 | 3.844359571898476e-06
ry | 2 | 9.63865346145974e-07
ry | 3 | -9.48010593864836e-07
ry | 4 | 5.43528795926869e-06
ry | 5 | 3.2578183665325346e-06
