x | 0 | 
x | 2 | 
ry | 0 | -0.117893706672608
ry | 1 | -0.165099406930842
ry | 2 | 0.0162308489839869
ry | 3 | 0.0292833027006289
ry | 4 | 0.267747429843480
ry | 5 | 0.235905835683372
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.204358016908501
ry | 1 | 0.553886039972712
ry | 2 | 0.0388611632732657
ry | 3 | 0.0323782510463320
ry | 4 | -0.0847158347364700
ry | 5 | 0.360810933656203
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.696386522292964
ry | 1 | 1.21506926747116
ry | 2 | 0.596449679809830
ry | 3 | -1.55516031676093
ry | 4 | 0.00379247299689514
ry | 5 | -0.321411471721247
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.05200343584209
ry | 1 | 1.20859794669014
ry | 2 | 0.0207840109592502
ry | 3 | -0.0259942894947553
ry | 4 | -1.92708634723988
ry | 5 | 0.209819309716549
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.222231486072125
ry | 1 | -0.0295275898987691
ry | 2 | -0.0155254210219047
ry | 3 | 0.394421098680654
ry | 4 | -0.00434752694173384
ry | 5 | -0.508115560333723
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.569945684657451
ry | 1 | -0.0746377012067669
ry | 2 | -0.0400094068441627
ry | 3 | -0.468343225340687
ry | 4 | 0.0441773250337859
ry | 5 | -0.0263023682420051
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.461531233854325
ry | 1 | -3.14313995362252
ry | 2 | -0.889668560206132
ry | 3 | -0.0910216161781854
ry | 4 | 0.0874076977375340
ry | 5 | 0.00315063494764785
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.518356544242008
ry | 1 | -1.53518679977446
ry | 2 | -0.467476008583140
ry | 3 | 0.392005492224996
ry | 4 | 0.534324198856431
ry | 5 | 0.295484162413080
