x | 2 | 
ry | 0 | -1.24382808220819
ry | 1 | -0.0463611250957684
ry | 2 | 0.155741624423721
ry | 3 | 0.000687656634550411
ry | 4 | 0.00595692042188786
ry | 5 | -1.24960679052240
ry | 6 | -1.72755566447498
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | 0.0221326521417411
ry | 1 | -3.48779038667928
ry | 2 | 0.127790419810116
ry | 3 | -8.81586913254108e-5
ry | 4 | 0.0221311268400316
ry | 5 | -0.0352079980480808
ry | 6 | -0.218227647220056
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | 0.0469475296855051
ry | 1 | 0.0315598854824165
ry | 2 | -1.26224786543820
ry | 3 | 0.160708654276572
ry | 4 | 0.00142389557082210
ry | 5 | -7.84365235535864e-5
ry | 6 | -0.853390211596611
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | 0.232392252622511
ry | 1 | -0.168932594901470
ry | 2 | 0.0103325396363629
ry | 3 | -1.98159158286404
ry | 4 | 0.183068030394364
ry | 5 | -0.000954492463316641
ry | 6 | -0.0118428554887500
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | 0.0870294171529027
ry | 1 | -0.138205491887749
ry | 2 | 0.330775766127096
ry | 3 | 0.0922711502698225
ry | 4 | -0.208271448707704
ry | 5 | 2.72161722458240
ry | 6 | 0.000423367068848515
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | -0.00203908222274445
ry | 1 | 0.258529325750582
ry | 2 | 2.07988547389041
ry | 3 | 1.55800343706076
ry | 4 | -1.31029909286333
ry | 5 | -1.55580643069032
ry | 6 | -2.34394666520259
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | -2.83630964219371
ry | 1 | -0.796482199793427
ry | 2 | 0.00634729540465746
ry | 3 | 2.70279863832112
ry | 4 | -0.590505674882933
ry | 5 | -0.687438580281169
ry | 6 | 0.00203586308241567
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
cx | 5 6 | 
ry | 0 | -0.774653346697799
ry | 1 | 1.56878454465146
ry | 2 | 1.56677428408426
ry | 3 | 1.09973079320047
ry | 4 | 1.64618265393400
ry | 5 | -0.260483732799007
ry | 6 | -1.75229866721608
