ry | 0 | 0.154730807926015
ry | 1 | -1.46187354444096
ry | 2 | -1.15208971007936
ry | 3 | 0.172212474378083
ry | 4 | -1.24635979964608
ry | 5 | -1.57974626229392
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.603528470964720
ry | 1 | -0.117451533645105
ry | 2 | -0.0264569308754650
ry | 3 | -0.0683036854837702
ry | 4 | -3.11240425869792
ry | 5 | 1.86604551276724
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.934833407739776
ry | 1 | -0.121834369684739
ry | 2 | 0.963036558311599
ry | 3 | 0.134805740821047
ry | 4 | 0.797163685873685
ry | 5 | -1.00135562530684
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 3.14547903398274
ry | 1 | -0.0443905890067212
ry | 2 | 0.0720997155759878
ry | 3 | -0.165741651714740
ry | 4 | -2.83639104075961
ry | 5 | 1.14486521446480
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 2.85223347461263
ry | 1 | 1.66692738690449
ry | 2 | 2.48221300965331
ry | 3 | 2.82642441579274
ry | 4 | -1.62607999410094
ry | 5 | -1.33644558978897
