ry | 0 | 1.43155842965959
ry | 1 | 1.24977701655555
ry | 2 | 1.67348775990182
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 1.81806180541098
ry | 1 | -0.726819842025517
ry | 2 | -0.181335509546395
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.259916336242542
ry | 1 | 0.341226063211770
ry | 2 | -0.201356033003007
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.0960083005420907
ry | 1 | -3.59059200573920
ry | 2 | -1.41419373670271
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 2.26745546875869
ry | 1 | 0.115409615643635
ry | 2 | -0.0975078178906728
