ry | 0 | 0.446622716192830
ry | 1 | 2.10962880218869
ry | 2 | 1.80380997435596
ry | 3 | -0.775668829998886
ry | 4 | 0.163501967008495
ry | 5 | -1.29141936210978
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.264592672991052
ry | 1 | 0.834761574308249
ry | 2 | -0.310820725630952
ry | 3 | 0.0540200312080446
ry | 4 | 1.55920484481294
ry | 5 | 0.0213877779920267
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.234414898907741
ry | 1 | -0.267056517620701
ry | 2 | -1.02946218873333
ry | 3 | -0.962755479903375
ry | 4 | -2.76671599013671
ry | 5 | -3.23220612112547
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -2.83304704134055
ry | 1 | -3.09532837008186
ry | 2 | 0.249820423074822
ry | 3 | 3.77687477876223
ry | 4 | -0.148154606859742
ry | 5 | -1.34421128292079
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.194897277072510
ry | 1 | 0.215474473111087
ry | 2 | 1.52118462951374
ry | 3 | 0.836371466561022
ry | 4 | -0.0369168348154825
ry | 5 | 0.0295522403752639
