ry | 0 | -0.468304784267372
ry | 1 | -1.10238443532982
ry | 2 | 1.45351223123621
ry | 3 | -0.0759712276525743
ry | 4 | 1.68579269146418
ry | 5 | -0.871051560539660
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.18080186882287
ry | 1 | -0.718827819026926
ry | 2 | -1.58921977092323
ry | 3 | -0.169931151711608
ry | 4 | 3.03949350173168
ry | 5 | 4.62204723689212
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.939740401066516
ry | 1 | -2.94109703527781
ry | 2 | -0.150572083663680
ry | 3 | -1.64330826931501
ry | 4 | -2.28235379909934
ry | 5 | 1.85183600809411
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.0507889837038608
ry | 1 | -2.52327659911015
ry | 2 | -1.13328621867554
ry | 3 | -0.147026713310190
ry | 4 | 1.71151775870344
ry | 5 | 0.303972418423345
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.500441973246522
ry | 1 | -0.633395383722466
ry | 2 | 0.246058959938898
ry | 3 | 2.55840884539193
ry | 4 | 0.0233709437835712
ry | 5 | 0.237192666269232
