ry | 0 | -3.01306885377207
ry | 1 | 0.00713337824844303
ry | 2 | 2.49685431074781
ry | 3 | 1.17422951974151
ry | 4 | 0.627640706789577
ry | 5 | 1.55075853738475
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.00807362102972346
ry | 1 | -0.240456246582185
ry | 2 | -0.899152306077206
ry | 3 | 0.320260359067559
ry | 4 | 4.90673772739833
ry | 5 | -2.67535261896230
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 2.97243005319736
ry | 1 | -2.31696086976799
ry | 2 | 1.64175703664756
ry | 3 | -0.399333355028039
ry | 4 | -0.144961744672508
ry | 5 | -3.15293458583438
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 3.07726726494123
ry | 1 | 2.34834388209381
ry | 2 | -3.18682805484486
ry | 3 | -1.65631695256004
ry | 4 | 0.132316683860041
ry | 5 | -1.60271603283957
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -3.50307810305784
ry | 1 | 1.33461763813275
ry | 2 | 0.762901021465210
ry | 3 | 1.73171852678022
ry | 4 | 0.461429523298493
ry | 5 | 0.0526941402223569
