ry | 0 | 3.52370879759647
ry | 1 | 0.507306996267973
ry | 2 | -0.691546193274207
ry | 3 | 1.69582076728044
ry | 4 | 0.0743438696299056
ry | 5 | -1.19845475173230
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.974563775971004
ry | 1 | -0.736674464695403
ry | 2 | -0.757455322484542
ry | 3 | -1.38009610012300
ry | 4 | 1.37063444665858
ry | 5 | 1.51042836560202
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.854872905947887
ry | 1 | 2.56246903751094
ry | 2 | 0.0652550961330961
ry | 3 | -3.18212177092959
ry | 4 | -0.0330392972872643
ry | 5 | 1.52093339098960
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.222830004946549
ry | 1 | -0.124411044583948
ry | 2 | 3.08429215289385
ry | 3 | 4.39640843563417
ry | 4 | 1.23619607827302
ry | 5 | 1.55294127958995
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.163783656430390
ry | 1 | 2.67541324595326
ry | 2 | -0.113239889035629
ry | 3 | -1.24697192464079
ry | 4 | 0.0124867566284097
ry | 5 | -0.0493131162753564
