ry | 0 | 1.31420280820120
ry | 1 | -0.537563079930423
ry | 2 | 0.373554818012766
ry | 3 | 1.40526407224249
ry | 4 | -0.193040980608822
ry | 5 | 0.0617287410742487
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.877030903623956
ry | 1 | 0.544551975225595
ry | 2 | 0.0526472100013346
ry | 3 | -0.0557565290702917
ry | 4 | 0.178816742198129
ry | 5 | -0.507138043511007
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -1.12837428694619
ry | 1 | 0.170961191899146
ry | 2 | 1.27962575749189
ry | 3 | -0.789468569338073
ry | 4 | 1.47857533332565
ry | 5 | 0.633808465570237
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.640851158940586
ry | 1 | 1.05384149783135
ry | 2 | -0.0919535827433650
ry | 3 | 0.288427601769538
ry | 4 | -0.431611809019287
ry | 5 | -0.452714362792094
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.542835309042086
ry | 1 | 0.0653763359796899
ry | 2 | -1.40005216669617
ry | 3 | -1.16151241401480
ry | 4 | -0.454922180474221
ry | 5 | 0.0389627681025607
