ry | 0 | -3.08461488841883
ry | 1 | 0.328120160619760
ry | 2 | -2.65357305428139
ry | 3 | -0.366701580424778
ry | 4 | -0.192354058664394
ry | 5 | -0.670228777338593
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 2.87376804925442
ry | 1 | 0.639623384431465
ry | 2 | 0.288932918494449
ry | 3 | -0.384910641066614
ry | 4 | -0.626046027660467
ry | 5 | 0.716605883470525
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 5.95869505566719
ry | 1 | 0.475600667290585
ry | 2 | 2.44138712764452
ry | 3 | 0.952061913491498
ry | 4 | 1.26394105222271
ry | 5 | 1.73926618737911
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -3.52316315400749
ry | 1 | 1.31663020097201
ry | 2 | -0.491322702854279
ry | 3 | 0.187475618141486
ry | 4 | -0.209719955881147
ry | 5 | 0.326105272713709
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 1.28153483831424
ry | 1 | -2.00716873259592
ry | 2 | -1.78210923870276
ry | 3 | -1.22991212102910
ry | 4 | -1.64137026247884
ry | 5 | -1.02561627218051
