ry | 0 | 1.57269446383836
ry | 1 | 1.10716398965059
ry | 2 | -1.60239469351613
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.825471472470368
ry | 1 | -1.32726437777514
ry | 2 | -0.143455183189362
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.715704812094300
ry | 1 | -0.440370832432951
ry | 2 | 0.244572232822588
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.248000391934406
ry | 1 | -2.28346308152202
ry | 2 | -1.77045955171022
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.636144907245498
ry | 1 | 3.19223540316549
ry | 2 | -0.224712281594437
