ry | 0 | 1.99922076719620
ry | 1 | -0.678919041011128
ry | 2 | 3.19929490599554
ry | 3 | -2.74352196707411
ry | 4 | 1.75779256027245
ry | 5 | -0.844260332670543
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.0110544422719730
ry | 1 | 0.195905625596391
ry | 2 | 0.0216754072656998
ry | 3 | 0.0595670450988413
ry | 4 | -1.70076730243340
ry | 5 | 1.62891083004135
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -2.91384935253415
ry | 1 | 1.95295384001494
ry | 2 | -2.74627836714837
ry | 3 | -1.37227199397792
ry | 4 | -4.16738908195353
ry | 5 | 0.0597305641336556
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.392008090234473
ry | 1 | 2.94320301168269
ry | 2 | 3.37240245685546
ry | 3 | 1.54214844142796
ry | 4 | 3.84378027105511
ry | 5 | 0.119467598294692
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -2.05819891665009
ry | 1 | -2.13470843497034
ry | 2 | 0.0640499318343097
ry | 3 | -2.65216021268037
ry | 4 | 1.31170105728674
ry | 5 | 0.108174726718978
