ry | 0 | 1.66012057348748
ry | 1 | 1.39306772642937
ry | 2 | 1.68276360180793
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 1.84882370916923
ry | 1 | -0.839329584282485
ry | 2 | -0.134508187152224
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 0.208983090569760
ry | 1 | 0.562200590989008
ry | 2 | -0.139848230456387
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | -0.256104262899045
ry | 1 | -3.26325966485081
ry | 2 | -1.10868325687578
cx | 0 1 | 
cx | 1 2 | 
ry | 0 | 2.15631676953077
ry | 1 | 0.0605992684780399
ry | 2 | -0.359332272909746
