ry | 0 | 0.189400215433360
ry | 1 | -0.584497592371068
ry | 2 | 0.182845720467313
ry | 3 | 0.185726660494378
ry | 4 | 0.155635422337659
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.0212368129643824
ry | 1 | -0.367025924783472
ry | 2 | 0.0261523395812218
ry | 3 | 0.383611767987614
ry | 4 | 0.282040603650352
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.161446431311365
ry | 1 | -0.189322482603330
ry | 2 | -0.0162490836533988
ry | 3 | -0.00653926682698993
ry | 4 | 0.201096792685081
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.141951440103355
ry | 1 | -1.80140598374799
ry | 2 | -0.329492702088334
ry | 3 | -0.648718889259502
ry | 4 | -0.565107365399024
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.884358696145088
ry | 1 | -0.187710942971315
ry | 2 | -0.396040475268111
ry | 3 | 0.00205933402148611
ry | 4 | 0.0939251588843083
