ry | 0 | -4.01705379602243
ry | 1 | -0.0192563644845432
ry | 2 | 1.25699751799240
ry | 3 | -0.312623834972261
ry | 4 | -1.69581079407997
ry | 5 | 1.53600111245308
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.260066362660047
ry | 1 | -0.207766299474004
ry | 2 | -0.574871616570213
ry | 3 | 1.10469789014628
ry | 4 | 3.05887794056834
ry | 5 | 2.05633811334632
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | 0.918044887106459
ry | 1 | 3.11348611586793
ry | 2 | 2.02242660097883
ry | 3 | -0.0854709771329605
ry | 4 | -1.67361418830440
ry | 5 | 1.63600284563346
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -0.683535957052670
ry | 1 | 0.475377982132884
ry | 2 | -2.05251315513784
ry | 3 | -3.03563558534777
ry | 4 | 0.0392253626420310
ry | 5 | 1.55965655365920
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
cx | 4 5 | 
ry | 0 | -4.34759599057261
ry | 1 | 3.43593300584642
ry | 2 | -0.226297125398747
ry | 3 | 0.0105787562505928
ry | 4 | -1.05094353204129
ry | 5 | -1.55080002835036
