ry | 0 | -0.113407269015498
ry | 1 | 0.276995414966519
ry | 2 | 0.606503382061331
ry | 3 | -0.284600120412897
ry | 4 | 0.00885382671737301
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.621045101158702
ry | 1 | 0.0525639634475372
ry | 2 | -0.570044435674190
ry | 3 | -0.874127210442380
ry | 4 | 0.141081571148153
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -0.163684480405177
ry | 1 | 0.125765158794273
ry | 2 | -0.612593494210267
ry | 3 | 0.498451898522612
ry | 4 | -0.0656455160746420
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | 0.495661923318131
ry | 1 | 0.954850540325702
ry | 2 | 0.652848842794923
ry | 3 | 1.31908688333668
ry | 4 | -0.225811214250483
cx | 0 1 | 
cx | 1 2 | 
cx | 2 3 | 
cx | 3 4 | 
ry | 0 | -1.44495447425967
ry | 1 | 0.140999134099140
ry | 2 | -0.472357509339596
ry | 3 | -0.405750218080376
ry | 4 | 0.185796537789417
