x | 0 | 
x | 1 | 
x | 3 | 
ry | 0 | 0.0245713862706283
ry | 1 | -0.0234011878859258
ry | 2 | -0.450775933684941
ry | 3 | -0.00425538400478322
ry | 4 | -0.0717241857535301
ry | 5 | -0.104994096980420
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -0.923765516872601
ry | 1 | 0.0738541687893978
ry | 2 | 0.382676862725872
ry | 3 | 0.523575475464883
ry | 4 | 0.510600468580454
ry | 5 | -0.111808062541731
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -0.0341814178021233
ry | 1 | 0.00567982191007701
ry | 2 | -0.442697181281206
ry | 3 | 0.00184394389737454
ry | 4 | -1.58276710813935
ry | 5 | -1.56636417677234
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -1.57289822357523
ry | 1 | 0.955489239343895
ry | 2 | -0.00504135944293738
ry | 3 | 0.142016478776655
ry | 4 | 1.56155863323189
ry | 5 | -1.55072157727120
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -1.07223484185516
ry | 1 | 0.936593002655679
ry | 2 | 0.0306117027266583
ry | 3 | -0.0349503288565605
ry | 4 | 1.41253866940494
ry | 5 | 0.295035488718219
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -0.0210872290853592
ry | 1 | -0.482501077709130
ry | 2 | -0.0649610046960782
ry | 3 | 0.00635641772073804
ry | 4 | -1.57364949325505
ry | 5 | -2.80511516082275
