x | 0 | 
x | 1 | 
x | 3 | 
ry | 0 | 0.779971652088861
ry | 1 | -0.416132462689919
ry | 2 | 0.0617166246704328
ry | 3 | 0.492307375383099
ry | 4 | -0.0127210299700061
ry | 5 | -0.525175581597981
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -0.0168873495502223
ry | 1 | 0.647246515266945
ry | 2 | 0.389818110624281
ry | 3 | 0.0103202838765394
ry | 4 | 0.0457888535291630
ry | 5 | 0.0370079250253310
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | 0.175740761685601
ry | 1 | -1.57748799340064
ry | 2 | -1.64877341570592
ry | 3 | 0.465841178220220
ry | 4 | -1.57088015247176
ry | 5 | -0.000977832273859620
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -1.57107326867208
ry | 1 | 0.00491154835429375
ry | 2 | 0.532627694560829
ry | 3 | -0.340441971677977
ry | 4 | -0.000483111177895430
ry | 5 | -0.0116674760963336
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | 0.00775622197019125
ry | 1 | -0.00199145226346329
ry | 2 | 0.00316418539674370
ry | 3 | -1.41774776132181
ry | 4 | -1.90201849846480
ry | 5 | 1.56262777245142
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | -0.00475809689130025
ry | 1 | -1.33008404972959
ry | 2 | -0.000932404886003674
ry | 3 | 1.47325424661921
ry | 4 | -1.56828299933663
ry | 5 | -1.28836060116973
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | 3.14159265358979
ry | 1 | -0.0118060546553924
ry | 2 | 0.808876123854543
ry | 3 | -0.241411210920360
ry | 4 | -0.00197802775382279
ry | 5 | 1.56363581328507
cx | 0 1 | 
cx | 0 2 | 
cx | 0 3 | 
cx | 0 4 | 
cx | 0 5 | 
cx | 1 2 | 
cx | 1 3 | 
cx | 1 4 | 
cx | 1 5 | 
cx | 2 3 | 
cx | 2 4 | 
cx | 2 5 | 
cx | 3 4 | 
cx | 3 5 | 
cx | 4 5 | 
ry | 0 | 0.692848515624484
ry | 1 | -0.315865376587507
ry | 2 | 0.0675720199441051
ry | 3 | 0.136826042430075
ry | 4 | 0.00438517774561105
ry | 5 | -0.478929804706907
